-0.002624,0.001303,-0.002035
-0.01006,0.005007,-0.007815
-0.021659,0.01081,-0.016854
-0.036767,0.018405,-0.028667
-0.054735,0.027488,-0.042767
-0.074911,0.037754,-0.058669
-0.096644,0.048899,-0.075886
-0.119282,0.060618,-0.093933
-0.142174,0.072606,-0.112324
-0.164669,0.084558,-0.130572
-0.186234,0.096199,-0.148253
-0.206811,0.10736,-0.165179
-0.226461,0.117905,-0.181227
-0.245244,0.127694,-0.196269
-0.26322,0.13659,-0.210182
-0.28045,0.144454,-0.222839
-0.296994,0.151147,-0.234114
-0.312914,0.156531,-0.243884
-0.328268,0.160468,-0.252021
-0.343119,0.16282,-0.2584
-0.35752,0.163508,-0.262957
-0.371506,0.162697,-0.265868
-0.385104,0.16061,-0.26737
-0.398342,0.157473,-0.267699
-0.41125,0.153511,-0.267094
-0.423853,0.148947,-0.26579
-0.436181,0.144006,-0.264026
-0.448263,0.138913,-0.262037
-0.460124,0.133892,-0.260061
-0.471795,0.129168,-0.258336
-0.483291,0.124913,-0.257048
-0.494579,0.121089,-0.256189
-0.505615,0.117609,-0.255704
-0.516354,0.114382,-0.255533
-0.526752,0.11132,-0.255621
-0.536764,0.108332,-0.255911
-0.546345,0.105331,-0.256344
-0.555451,0.102226,-0.256864
-0.564038,0.098928,-0.257413
-0.572061,0.095349,-0.257935
-0.579491,0.091419,-0.258383
-0.586362,0.087155,-0.258748
-0.592726,0.082593,-0.259033
-0.598632,0.077769,-0.25924
-0.604132,0.072718,-0.259373
-0.609275,0.067479,-0.259432
-0.614113,0.062087,-0.25942
-0.618695,0.056578,-0.259341
-0.623072,0.050989,-0.259195
-0.627295,0.045357,-0.258986
-0.631417,0.039716,-0.258719
-0.635508,0.034101,-0.258418
-0.639641,0.028546,-0.25811
-0.643889,0.023084,-0.25782
-0.648323,0.017748,-0.257577
-0.653018,0.012572,-0.257406
-0.658046,0.007589,-0.257335
-0.663479,0.002833,-0.257391
-0.669391,-0.001663,-0.257599
-0.675853,-0.005865,-0.257988
-0.682926,-0.009755,-0.258565
-0.690611,-0.013375,-0.259262
-0.698894,-0.016783,-0.259992
-0.707765,-0.020036,-0.260668
-0.71721,-0.02319,-0.261204
-0.727217,-0.026305,-0.261513
-0.737774,-0.029436,-0.261508
-0.748868,-0.032641,-0.261102
-0.760487,-0.035977,-0.260208
-0.772619,-0.039503,-0.25874
-0.785214,-0.04325,-0.256676
-0.798078,-0.047158,-0.254253
-0.81098,-0.05114,-0.251776
-0.823688,-0.05511,-0.249547
-0.835972,-0.058983,-0.24787
-0.847599,-0.062673,-0.247049
-0.85834,-0.066094,-0.247385
-0.867961,-0.069161,-0.249183
-0.876233,-0.071786,-0.252746
-0.882924,-0.073885,-0.258377
-0.887901,-0.075399,-0.26625
-0.891425,-0.076377,-0.276021
-0.893856,-0.076898,-0.287217
-0.895553,-0.077038,-0.299364
-0.896877,-0.076874,-0.311989
-0.898185,-0.076484,-0.324619
-0.899839,-0.075944,-0.33678
-0.902197,-0.075333,-0.347999
-0.90562,-0.074726,-0.357802
-0.910465,-0.074202,-0.365716
-0.916995,-0.073822,-0.371397
-0.925073,-0.07358,-0.375015
-0.934464,-0.073458,-0.37687
-0.944932,-0.073434,-0.377261
-0.956243,-0.073489,-0.376489
-0.968161,-0.073602,-0.374853
-0.980451,-0.073753,-0.372652
-0.992877,-0.073922,-0.370186
-1.005206,-0.074087,-0.367754
-1.0172,-0.07423,-0.365657
-1.028676,-0.074334,-0.364131
-1.039649,-0.074401,-0.363158
-1.050186,-0.074435,-0.362658
-1.060353,-0.074442,-0.362552
-1.070216,-0.074428,-0.362757
-1.07984,-0.074398,-0.363195
-1.089294,-0.074358,-0.363784
-1.098641,-0.074313,-0.364444
-1.10795,-0.074269,-0.365096
-1.117285,-0.07423,-0.365657
-1.126699,-0.074202,-0.366066
-1.136189,-0.074185,-0.366327
-1.145736,-0.074176,-0.366461
-1.155324,-0.074174,-0.36649
-1.164933,-0.074177,-0.366435
-1.174547,-0.074185,-0.366317
-1.184147,-0.074196,-0.366159
-1.193717,-0.074208,-0.365983
-1.203237,-0.07422,-0.365808
-1.212692,-0.07423,-0.365657
-1.222067,-0.074238,-0.365548
-1.23137,-0.074243,-0.365478
-1.240616,-0.074245,-0.365442
-1.249816,-0.074245,-0.365434
-1.258984,-0.074244,-0.365449
-1.268133,-0.074242,-0.365481
-1.277276,-0.074239,-0.365523
-1.286425,-0.074236,-0.36557
-1.295594,-0.074233,-0.365617
-1.304796,-0.07423,-0.365657
-1.314036,-0.074228,-0.365687
-1.323295,-0.074227,-0.365705
-1.332543,-0.074226,-0.365715
-1.341753,-0.074226,-0.365717
-1.350896,-0.074226,-0.365713
-1.359945,-0.074227,-0.365705
-1.368872,-0.074228,-0.365693
-1.377648,-0.074229,-0.365681
-1.386246,-0.07423,-0.365668
-1.394637,-0.07423,-0.365657
-1.402815,-0.074231,-0.36565
-1.410864,-0.074231,-0.365645
-1.418886,-0.074231,-0.365642
-1.426986,-0.074231,-0.365642
-1.435268,-0.074231,-0.365643
-1.443837,-0.074231,-0.365645
-1.452796,-0.074231,-0.365648
-1.46225,-0.074231,-0.365651
-1.472303,-0.07423,-0.365655
-1.483059,-0.07423,-0.365657
-1.494541,-0.07423,-0.365659
-1.506446,-0.07423,-0.36566
-1.518389,-0.07423,-0.365661
-1.529987,-0.07423,-0.365661
-1.540856,-0.07423,-0.36566
-1.550609,-0.07423,-0.36566
-1.558865,-0.07423,-0.365659
-1.565237,-0.07423,-0.365658
-1.569342,-0.07423,-0.365658
-1.570796,-0.07423,-0.365657
